text,stance
MENTION MENTION فيه ناس صارت فيهم كورونا وعندهم مناعه ليش يجبرونهم انا وحده من الناس رافضه فكره آخذ تطعيم تجريبي,Against
ترى كل الفيروسات بالعالم تتحور مو بس كورونا    بس الإعلام مركز على تحور كورونا وكأنه شي مو عادي    ونفس السيناريو يتكرر قبل حث الناس على أي جرعة تطعيم    يبون التطعيم سنوي ؟ مو مشكلة بس ليش الجرعة الثالثة عقب الثانية قبل لا نكمل السنة؟ خذيت جرعتين بالغصب ولحد يكلمني عالثالثة✋🏻😌,Against
MENTION MENTION MENTION لقاح كورونا مثل التطعيمات اللي ياخذوها أطفالنا من ولادتهم حتى دخولهم للمدرسة وبعد ذلك كذلك تستمر معهم؛ فالهدف منها حماية البشرية من الأمراض  تقدر تستعرض كرت تطعيم أي طفل واسأل عن تاريخ كل مرض فيه  وشوف كيف كان تأثير المرض على الناس قبل التطعيم  وكيف نفع التطعيم في إنهاء أضراره.,Favor
أقترح على وزارة الصحة أن تجعل تطعيم #لقاح_كورونا لمن قدم عليه طواعية في اليد لمدة ٣ أشهر ... من لم يسجل بعدها لأخذ اللقاح أقترح أن يأخذه عن طريق الورك ..  ردعاً له ولأمثاله 💉😅 #كورونا,Favor
#تطعيم_كورونا  #لا_للتطعيم  طبعاً أول اللي فيه أمراض مثل القلب وتحوشه كورونا و يموت   يكتبونه من وفيات الكورونا   الحين اللي فيه القلب و يتطعم و يموت   بيقولون هذا كان فيه القلب   ما مات من التطعيم !!! بالله شووو,Against
MENTION MENTION #ضد_التطعيم  عندي موظف بين الحياة والموت بعد تطعيم كورونا   ٩٣٧ يقولون رح لمركز تطمن   مركز تطمن يقول تغير البروتوكول لازم يروح لمركز صحي !! خلوه بس يسافر لأهله ويموت عندهم .  ويكفي تطبيل للتطعيم .,Against
 اسعد الله مساءك يا معالي الوزير ماهو ردك على ماقاله باهبري عن التطعيم ضد كورونا انه تم اخذه لاشخاص وتوافهم الله بعد التطعيم حيرتونا وسوف ننتظر لفتره حتى تظهر الحقيقه وانشاء الله تختفي كورونا دون تطعيم انشاء الله,Against
  قواكم الله ..  ونتمنى من جمعيات مناطق الكويت جميعها ان تأخذ حذوكم بأسرع وقت لتتمكن من تطعيم اللقاح لموظفينها وتكون الجمعيات بأمان ..  ونتمنى السلامه للجميع .. 🌹🌷🌹  #الحظر_الجزئي #كورونا,Favor
  تم اهمال مرضى السرطان و الامراض الخطيرة الاخرى من اجل الانفلونزا الموسمية التي اسموها كورونا  مجرد سوال  ======= كيف تريد تطعيم  70% من الشعب    لمرض نسبة انتشاره في معدل الطبيعي لـ الانفلونزا الموسمية ,Against
 ناوين بالشر مانفع كورونا بالموت قام الغرب يرسل تطعيم للموت البطئ,Against
مي العيدان من قناة سكوب خبر انتشار مرض الكبد الوبائي يربط مع تطعيم الناس ب لقاح كورونا URL,None
  اللي جته كورونا المفروض يصير عنده مناعه مثل اي مرض فيروسي يصيب الانسان ومع ذلك تقولون ياخذ تطعيم كورونا ! بعد التطعيم هل تجيه كورونا ؟ تقولون ممكن !؟ التطعيم للابد ؟ تقولون لا سنه بالكثير وينتهي المفعول ؟ هل من اجابه علميه حقيقيه تنورون,Against
طعمنا الوالدة بعد عناء بالاقناع 👏🏻😍  مجهود جبار في أرض المعارض وتنظيم رائع الله يعطيهم الف عافية   #مشرف #ارض_المعارض  #تطعيم_كورونا ,Favor
MENTION و دام الطب قائم على الفائدة تفوق الخطر ليش ما توقفون تطعيم الأطفال و قد ثبت أن كورونا لا تؤذيهم بينما التطعيم احتمال أضعاف إن يؤذي صحتهم🤨,Against
 صحيح في حالات خذت التطعيم و بعدها جاتهم كورونا بس اتوقع هذا بسبب الاهمال و عدم اتباع الاجراءات الاحترازية بشكل صحيح ، تطعيم + كمام + تعقيم بشكل دايم الامور طيبة و طبعا قبلها الحافظ رب العالمين,Favor
 خوذي حبوب حديد لازم تاخذين لحوم حمراء ولاتنسين زيادة البروتين باكلك اما نشاط الغده ماله دخل بالتكميم ابد اعرف كذا وحده جاهم بعد تطعيم كورونا,None
"لا تتردد وبادر فورا"" بأخذ تطعيم كورونا  #اللقاح_طريقنا_للتعافي ",Favor
MENTION سؤالك غلط ! نعم اللقاح يمنع بصورة كبيره وبنسبة كبيرة مضاعفات كورونا الخطيرة والوفاة بسببها . عطني كم حالة ماتت وهي متطعمه  ( وهذه حالات لها صروفها الخاصة وربما لم تأخذ احتياطياتها حتى يتم تكون الاجسام المضادة .. وقارنها بنسبة غير المتطعميم ! نعم تحتاج شهادة تطعيم وسؤالك غلط !,Favor
 توقعت أن تكون من رافضي تطعيم كورونا لصغار السن.  ماالهدف من تطعيم الاطفال؟ هل اطلعت على اية دراسة تثبت  ضرورة تطعيمهم؟  أم ما يفرض علينا وجب السمع والطاعة؟,Against
الحمد لله تم تطعيم الجرعتين اكسفورد #شكرا_للطواقم_الطبية #شكرا_الكويت #الكويت #تطعيم #الجرعة_الثانية #سلامتك #كورونا  شكرا للكويت بلد الانسانيه والخير لحرصها علي كل من علي ارضها,Favor
MENTION MENTION التطعيم مايمنع الاصابه بالمرض لكنه يمنع باذن الله من الاعراض القويه الي تدخل المصاب للعنايه الفائقه .. تطعيم الانفلونزا كل سنه والعالم تصاب بالانفلونزا لكن الاعراض تجي بسيطه لان كورونا والانفلونزا تجي من فايروسات .. التطعيم يقلل الاعراض عند الاصابه لكنه مايمنع الاصابه بالمرض ..,Favor
MENTION MENTION طيب شنو فايدة التطعيم دام الفيروس بيرجع يعني بيسوون تطعيم ثاني وثالث ورابع يمشي مع كل موجه  ترا العالم مقتنعه ومصدقه ان فيه فايرس اسمه كورونا وبغض النظر هل من خلق الله او مصنع بس مو بالخطوره اللي مصورته وزارة صحتنا ومنظمة الصحه العالمين ورئيسها وآجبار الناس على التطعيم في شي؟؟؟,Against
MENTION صلي استخارة و توكل على الله خذه. الحالات كل اصحابي اللي عايشين في اوروبا بيقولوا ان الناس المتطعمين حتى لو جالهم كورونا بتبقى ارحم كتير من اللي ما اخدوا تطعيم.,Favor
#الجرعة_التنشيطية ترفع مستوى المناعة #عش_بصحة URL,Favor
#لا_للتطعيم_الاجباري٢٢ تطعيم ما شفت منه اي فايدة كل الي حولي تطعموا رجع جاهم كورونا ...تجبرونا ع شي تجريبي وشفنا نتايجه ع ارض الواقع ما ادى لشيء ع اي اساس نجبر؟,Against
#اللقاح_طريقنا_للتعافي .. ليس مجرد شعار فالمؤشرات الوطنية خير برهان .. ماذا تنتظر .. بادر بأخذ تطعيم كورونا لحماية نفسك وأسرتك ومجتمعك,Favor
  امشي مراكز تطعيم عندنا وشوف اقبال ناس وخود معاك فيديو وثق ومش هكي وبس  لم تسجل اي حاله مضاعفات باب شخص اخد لقاح. في ليبيا .. وكلام هذا عاري عن صحه ومش مزبوط صفحه غير صحيحه خلو ناس تاخد لقاح ياويلكم من ربي في بث كلام مزيف,Favor
MENTION MENTION بس حنا قاعدين انشوف العكس اول مابلشنا تطعيم زادت الاصابات مو بس الكويت في دول واجد غيرنا. اعرف ناس طول السنه ماحاشتهم كورونا بس يوم طعمو صار فيهم كورونا,Against
